0.50713845,0.482897417,0.448805296,0.4007886,0.680176477,0.361488404,0.099060704,0.013211351,0.7425014,0.639154717,0.350250179,0.50713845,0.220434368,0.032867899,0.904449874,0.193334805,0.006451613,0.242673338,0.242846924,0.119832241,1
0.86509894,0.276942419,0.90756813,0.775691015,0.928750819,0.21278033,0.059870655,0.005394269,0.569064406,0.189596768,0.913250715,0.86509894,0.413371384,0.034670473,0.98152577,0.185480864,0.006451613,0.24803431,0.248211731,0.146705796,0
0.617898791,0.553707187,0.539577898,0.520326581,0.880348449,0.431351805,0.075301792,0.007430602,0.711744329,0.592666198,0.472709552,0.617898791,0.395251425,0.032867899,0.834599844,0.10870045,0.006451613,0.041458184,0.04148784,0.183994519,1
0.553698283,0.655280656,0.499363028,0.451662785,0.847669131,0.47104901,0.105307048,0.026709595,0.773763756,0.647719934,0,0.553698283,0.433269517,0.056910934,0.904449874,0.031419915,0.006451613,0.024303074,0.024320458,0.261998961,1
0.812409765,0.165084403,0.793584084,0.753195973,0.837303128,0.147471129,0.050214725,0.003464279,0.588103566,0.155906509,0.724301279,0.812409765,0.529622843,0.17440591,1,0.590345918,0.036666667,0.380868031,0.380512339,0.126380454,0
0.676225873,0.350186415,0.631888841,0.593974363,0.792407714,0.269478251,0.074538189,0.009587927,0.711573058,0.439200994,0.597875569,0.676225873,0.431703655,0.195007229,0.98152577,0.613904215,0.040860215,0.3845604,0.384120172,0.17558875,1
0.62242631,0.410604221,0.697855694,0.448643705,0.759935763,0.389092066,0.039854933,0.00256097,0.768622064,0.502428982,0.777419355,0.62242631,0.19164771,0.032616612,0.812749322,0.309704861,0.195698925,0.296283059,0.292560801,0.2268311,1
0.468007119,0.636545895,0.453258317,0.406088821,0.770805276,0.443881893,0.493054283,0.339690724,0.751441309,0.694722683,0,0.468007119,0.255661951,0.033545503,0.834599844,0.013015102,0.006451613,0.021443888,0.021459227,0.143004115,1
0.906304408,0.098436318,0.898361539,0.884054658,0.885131197,0.057799267,0.058490332,0.004203594,0.302348124,0.104101775,0.875789474,0.906304408,0.732862389,0.191170431,0.990584786,0.302776948,0.040860215,0.174410293,0.173819742,0.105515189,0
0.653559425,0.440208104,0.715172357,0.639500141,0.765003231,0.195561471,0.049952855,0.004664393,0.758243632,0.560025585,0,0.653559425,0.402368813,0.030979403,0.857144034,0.03648937,0.006451613,0.027162259,0.027181688,0.096964802,0
0.657772014,0.156946235,0.660059724,0.669977737,0.624756186,0.027840774,0.09464634,0.010027134,0.350668619,0.222372665,0.639581657,0.657772014,0.614107702,0.173453263,0.731680718,0.279739572,0.350537634,0.294853467,0.287911302,0.209520656,0
0.611214447,0.696307789,0.711310554,0.385762454,0.85580362,0.547459794,0.03818307,0.002301643,0.893996877,0.831185486,0.658722593,0.611214447,0.699166669,0.056217409,0.954962891,0.332376959,0.006451613,0.268763402,0.268955651,0.288100046,0
0.64169177,0.430002493,0.728935047,0.647555812,0.719984672,0.143520184,0.09442797,0.016408606,0.684936349,0.499006052,0,0.64169177,0.66845122,0.030184805,0.954962891,0.039938203,0.006451613,0.027877055,0.027896996,0.167067308,0
